OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length
140,S KING ST,0.03057266,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,20600,750,,,"(47.598351894000075, -122.32505863099999)",161.423633
141,NE 89TH ST,0.12500348,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,17796,0,,,"(47.69309733100005, -122.29064037899997)",660.0183806
142,N 130TH ST,0.06344534,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0,UPGRADE,CITYWIDE,15156,582,,,"(47.72323366900008, -122.35554671099999)",334.9907006
143,ROOSEVELT WAY NE,0.0243891,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,12631,701,,,"(47.68819818600008, -122.31757853299996)",128.7744339
144,5TH AVE,0.05785592,12/31/2016 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,NA,CITYWIDE,7224,316,,,"(47.602272439000046, -122.32788342799995)",305.4792662
145,MERIDIAN AVE N,0.06266572,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation","In Street, Minor Separation",0,MEETS,LOCAL,11826,567,,,"(47.70866306600004, -122.33399304399995)",330.8749798
146,BELL ST,0.04703066,,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,9205,351,,,"(47.61802723100004, -122.34049442699995)",248.3218834
147,10TH AVE S,0.05792406,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0,NA,CITYWIDE,1325,750,,,"(47.59834790200006, -122.31964358999994)",305.8390417
148,S MYRTLE PL,0.08838483,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,20902,756,,,"(47.537876949000065, -122.28854757099998)",466.6718777
149,E YESLER WAY,0.08659996,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,LOCAL,14936,455,,,"(47.60169336800004, -122.31678189399997)",457.2477807
150,BELL ST,0.06099577,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,9198,376,,,"(47.61337516800006, -122.34651295699996)",322.0576738
151,DELRIDGE WAY SW,0.05136325,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation",,0,,,9980,,,,"(47.53551201800008, -122.36113646899997)",271.1979444
152,MERIDIAN AVE N,0.06264564,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,LOCAL,11824,0,,,"(47.705943482000066, -122.33394553099998)",330.7690044
153,E COLUMBIA ST,0.06215576,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13910,423,,,"(47.60922659400006, -122.31677997099996)",328.1824132
154,DELRIDGE WAY SW,0.09551337,12/31/2013 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9978,,,01/01/2017 12:00:00 AM +0000,"(47.53795416600008, -122.36109186499999)",504.3106007
155,RAINIER AVE S,0.15291057,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,CITYWIDE,12436,690,,,"(47.513277979000065, -122.25048654099999)",807.3677697
156,E COLUMBIA ST,0.06099182,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13915,423,,,"(47.609200344000044, -122.31022770299995)",322.0368154
157,BELL ST,0.06101446,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,9199,376,,,"(47.61403982300004, -122.34565345599998)",322.1563662
158,5TH AVE NE,0.06271535,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,7331,0,,,"(47.70132478800008, -122.32312722199998)",331.1370446
159,MERCER ST,0.06097021,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,11762,0,,12/31/2016 12:00:00 AM +0000,"(47.624578246000056, -122.355403922)",321.9226932
160,5TH AVE NE,0.05087203,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0,MEETS,LOCAL,7286,323,,,"(47.66133334700004, -122.32295632199998)",268.6043072
161,CHIEF SEALTH TRL,0.28314668,,Multi-use Trail,Multi-use Trail,0,NA,LOCAL,613151,,,,"(47.53521636900007, -122.28647512499998)",1494.824776
162,W ROY ST,0.06095851,,"In Street, Minor Separation","In Street, Minor Separation",0,MEETS,LOCAL,23698,854,,,"(47.625714353000035, -122.35670368099994)",321.8609098
163,S ROXBURY ST,0.04246052,,Multi-use Trail,Neighborhood Greenway,0,NA,LOCAL,336030,396,,,"(47.516939369000056, -122.27414715199995)",224.1915492
164,5TH AVE S,0.05797247,12/31/2016 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,NA,CITYWIDE,7358,326,,,"(47.60003407600004, -122.32766333399996)",306.0946658
165,RENTON AVE S,0.12823932,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12516,699,,,"(47.53154301600006, -122.27830354799994)",677.1035854
166,E COLUMBIA ST,0.06098288,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13924,423,,,"(47.60901179700005, -122.29885602099995)",321.9896268
167,RAINIER AVE S,0.05684673,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,MEETS,LOCAL,12429,688,,,"(47.52011701300006, -122.26277739699998)",300.1507278
168,MERCER ST,0.06098508,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,11766,0,,12/31/2016 12:00:00 AM +0000,"(47.624564331000045, -122.34887677999996)",322.0012371
169,20TH AVE S,0.05796316,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,3037,153,,,"(47.60167383400005, -122.30635179799998)",306.0455074
170,N 130TH ST,0.10097839,12/31/2010 12:00:00 AM +0000,Sharrow,,0,UPGRADE,CITYWIDE,15160,582,,,"(47.723222932000056, -122.35036146999994)",533.1659039
171,MERCER ST,0.06093761,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,11764,0,,12/31/2016 12:00:00 AM +0000,"(47.624572741000065, -122.35279215999998)",321.7505995
172,RENTON AVE S,0.07180139,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12533,696,,,"(47.514813272000026, -122.26651925999994)",379.1113364
173,ROOSEVELT WAY NE,0.0196252,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,CITYWIDE,12592,705,,,"(47.65601781700008, -122.31784158799996)",103.621031
174,ALKI AVE SW,0.11381598,12/31/2000 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,LOCAL,8803,364,,,"(47.57677888100005, -122.41897247399999)",600.9483963
175,DELRIDGE WAY SW,0.04657704,12/31/2013 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9981,,,01/01/2017 12:00:00 AM +0000,"(47.53479672700007, -122.36083698899995)",245.9267512
176,E COLUMBIA ST,0.06093054,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13925,423,,,"(47.60900951600007, -122.29755069499998)",321.7132613
177,N 34TH ST,0.07440195,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,LOCAL,15285,587,,,"(47.649823285000025, -122.35130332899996)",392.8422824
178,BOYER AVE E,0.0753861,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0,NA,LOCAL,9348,381,,,"(47.633767842000054, -122.29792090999996)",398.0285746
179,ROOSEVELT WAY NE,0.07508268,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,12596,705,,,"(47.65836929000005, -122.31778012299998)",396.4365437
180,MERCER ST,0.06101116,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,11763,0,,12/31/2016 12:00:00 AM +0000,"(47.624575520000064, -122.35409847999995)",322.1389358
181,38TH AVE NE,0.05000613,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,5875,0,,,"(47.69164128300008, -122.28799668099998)",264.0323837
182,BOYER AVE E,0.09157426,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0,NA,LOCAL,9358,381,,,"(47.63858826000006, -122.30869534099998)",483.512087
183,LAKE WASHINGTON BLVD S,0.07974567,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,11226,517,,,"(47.58998707400008, -122.28922449199996)",421.0571469
184,DELRIDGE WAY SW,0.12656598,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,9962,408,,,"(47.56472861800006, -122.36331388399998)",668.268369
185,RENTON AVE S,0.09722367,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12545,698,,,"(47.50635283200006, -122.25453661599994)",513.3409618
186,ROY ST,0.05844136,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,9423,384,,,"(47.62539318200004, -122.33973508899999)",308.5704047
187,S KING ST,0.03029995,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,269703,750,,,"(47.59834755900005, -122.32309677299997)",159.9836786
188,WESTERN AVE,0.08065082,12/31/2008 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,LOCAL,13503,0,,,"(47.60736380600008, -122.34021614299996)",425.8363341
189,MARION ST,0.06103356,12/31/2011 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,11671,560,,,"(47.608159552000075, -122.32559786299998)",322.2571914
190,S DEARBORN ST,0.02884287,,"In Street, Minor Separation",,0,MEETS,CITYWIDE,19835,722,,,"(47.59581443600007, -122.31282092099997)",152.2903542
191,S OTHELLO ST,0.06349583,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,21050,756,,,"(47.53706515400006, -122.28605964199994)",335.2038867
192,BOYER AVE E,0.08056091,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0,NA,LOCAL,9357,381,,,"(47.63792347800006, -122.30727779899996)",425.3615994
193,BLANCHARD ST,0.06101161,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,9292,378,,,"(47.61327122300003, -122.34435339899994)",322.1413271
194,CHIEF SEALTH TRL,0.15242679,,Multi-use Trail,Multi-use Trail,0,NA,LOCAL,613149,,,,"(47.52102252900005, -122.27635119699994)",804.6109908
195,CHIEF SEALTH TRL,0.10332144,,Multi-use Trail,Multi-use Trail,0,NA,LOCAL,613150,,,,"(47.51906047300008, -122.27513890799997)",545.1509818
196,DELRIDGE WAY SW,0.04657704,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9981,,,,"(47.53479672700007, -122.36083698899995)",245.9267512
197,15TH AVE NE,0.11515595,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,2027,0,,,"(47.65158175400006, -122.31374086099999)",608.0233992
198,RENTON AVE S,0.01555725,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12541,697,,,"(47.50837317400004, -122.25673639099995)",82.14227546
199,BEACH DR SW,0.05786048,12/31/2000 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,LOCAL,9088,364,,,"(47.57513334400005, -122.419091133)",305.5033334
200,MERCER ST,0.12192879,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,11765,0,,12/31/2016 12:00:00 AM +0000,"(47.624569963000056, -122.35148741599994)",643.7840029
201,N 130TH ST,0.05986373,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0,UPGRADE,CITYWIDE,15158,582,,,"(47.72322696400005, -122.35290847999994)",316.0804975
202,RAINIER AVE S,0.07459991,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,CITYWIDE,12437,690,,,"(47.51161897600008, -122.24832390399996)",393.6898951
203,E COLUMBIA ST,0.06220232,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13918,423,,,"(47.60910003400005, -122.30631127899994)",328.428241
204,LAKE WASHINGTON BLVD S,0.35391895,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,11221,517,,,"(47.59912013300004, -122.28893187299997)",1868.100595
205,6TH AVE S,0.04881759,12/31/2011 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,LOCAL,7987,331,,,"(47.595837274000075, -122.32637379899995)",257.7568977
206,ROY ST,0.01477346,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,338277,384,,,"(47.62539946800007, -122.34135198799999)",78.00387992
207,S WELLER ST,0.05498253,12/31/2012 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,CITYWIDE,21538,750,,,"(47.59749163500004, -122.31275995099998)",290.3077613
208,RENTON AVE S,0.01764802,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12544,697,,,"(47.50656281400006, -122.25475132499997)",93.18154527
209,NE 125TH ST,0.03768157,,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,16505,620,,,"(47.71924130000008, -122.28933758199997)",198.9586756
210,5TH AVE S,0.05797951,12/31/2016 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0,NA,CITYWIDE,7357,326,,,"(47.60087333000007, -122.32765971599997)",306.1318306
211,MARCUS AVE S,0.0696589,12/31/2007 12:00:00 AM +0000,Multi-use Trail,Neighborhood Greenway,0,NA,LOCAL,613351,396,,,"(47.517843828000025, -122.27468519699994)",367.6581252
212,RENTON AVE S,0.04526544,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12515,699,,,"(47.53218611400007, -122.278488789)",239.0015071
213,N 130TH ST,0.05886799,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0,UPGRADE,CITYWIDE,15159,582,,,"(47.72322275800008, -122.35162430199995)",310.8230103
214,BOYER AVE E,0.04844835,12/31/2012 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,LOCAL,9350,381,,,"(47.63499044800005, -122.30060721899997)",255.8072967
215,BOYER AVE E,0.03887192,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0,NA,LOCAL,9354,381,,,"(47.637019792000046, -122.30535095599998)",205.2437515
216,BOYER AVE E,0.09056987,12/31/2012 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,LOCAL,9349,381,,,"(47.63392922500003, -122.29951751499999)",478.2089192
217,N 34TH ST,0.15519263,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,LOCAL,15284,587,,,"(47.65046915000005, -122.35448367499998)",819.4171112
218,S DEARBORN ST,0.03180293,,"In Street, Minor Separation",,0,MEETS,CITYWIDE,19836,722,,,"(47.59581329200006, -122.31220370199998)",167.7858965
219,E COLUMBIA ST,0.06113541,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,CITYWIDE,13916,423,,,"(47.60919469400005, -122.30892220399994)",322.7949435
220,S DEARBORN ST,0.0609993,,"In Street, Minor Separation",,0,MEETS,CITYWIDE,19827,722,,,"(47.595837274000075, -122.32637379899995)",322.0763148
221,5TH AVE NE,0.06271379,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,7332,0,,,"(47.70223256600008, -122.32313779199995)",331.1288167
222,20TH AVE S,0.05128594,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,3039,153,,,"(47.599997072000065, -122.30635536999995)",270.789755
223,ROOSEVELT WAY NE,0.05908063,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0,MEETS,CITYWIDE,12595,705,,,"(47.65751422500006, -122.31780212899997)",311.945703
224,MARION ST,0.06098513,12/31/2011 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,11669,560,,,"(47.60723100700005, -122.32781844699997)",322.0014992
225,38TH AVE NE,0.05005832,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,5873,0,,,"(47.69019414500008, -122.28807637399996)",264.307942
226,RENTON AVE S,0.05522557,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12532,696,,,"(47.515370337000036, -122.26736554099995)",291.5910207
227,SW ALASKA ST,0.06424595,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,21735,795,,,"(47.561107467000056, -122.38145621499996)",338.9051999
228,E YESLER WAY,0.0358183,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,LOCAL,14937,455,,,"(47.60169019500006, -122.31492849999995)",189.1206002
229,ROOSEVELT WAY NE,0.05126648,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,12629,701,,,"(47.686732128000074, -122.31755267299997)",270.6869881
230,N 125TH ST,0.04388641,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,LOCAL,15134,0,,,"(47.719571237000025, -122.33955922599995)",231.7202521
231,DEXTER AVE,0.03888675,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0,MEETS,CITYWIDE,10070,413,,,"(47.61798729600008, -122.34240881699998)",205.3220518
232,NE 89TH ST,0.12775711,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,LOCAL,17795,0,,,"(47.693082626000034, -122.29337934099999)",674.557527
233,RENTON AVE S,0.04371996,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12539,697,,,"(47.51013699200007, -122.25942284999996)",230.8413668
234,ROOSEVELT WAY NE,0.15069483,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,12626,701,,,"(47.68311118200006, -122.31748950699995)",795.6686717
235,ROY ST,0.04623843,,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,12690,384,,,"(47.62540330500008, -122.34234200999998)",244.1388857
236,LAKE WASHINGTON BLVD S,0.08075517,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,11222,517,,,"(47.59574887900004, -122.28903666899998)",426.3873189
237,5TH AVE NE,0.06271572,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,7333,0,,,"(47.703140321000035, -122.32314836999996)",331.1389942
238,UNIVERSITY BR,0.1954027,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,UPGRADE,CITYWIDE,13191,626,,,"(47.652963629000055, -122.32020397499997)",1031.724488
239,LAKE WASHINGTON BLVD S,0.07936351,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,11224,517,,,"(47.592283800000075, -122.28914777499995)",419.0393576
240,S DEARBORN ST,0.06147823,,"In Street, Minor Separation",,0,MEETS,CITYWIDE,19826,722,,,"(47.59579404700003, -122.32768335899999)",324.605076
241,E COLUMBIA ST,0.05676928,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0,MEETS,LOCAL,13927,222,,,"(47.60900424600004, -122.29493440899995)",299.7418113
242,RENTON AVE S,0.03046301,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12535,697,,,"(47.513625611000066, -122.26471383399996)",160.8446674
243,E INTERLAKEN BLVD,0.15507779,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,,0,MEETS,CITYWIDE,14203,176,,,"(47.63729369200007, -122.30956956699998)",818.8092725
244,S KING ST,0.06106396,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,20598,750,,,"(47.59835587800006, -122.32767067799995)",322.4177293
245,BLANCHARD ST,0.06100693,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,9295,378,,,"(47.61526498400008, -122.34177489599995)",322.1166107
246,RENTON AVE S,0.13138191,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,12540,697,,,"(47.509698987000036, -122.25874867199997)",693.6964894
247,ROOSEVELT WAY NE,0.05037589,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,12627,701,,,"(47.68529234400006, -122.31752744499994)",265.9847023
248,DELRIDGE WAY SW,0.12500818,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,9961,408,,,"(47.56653811900003, -122.36331044399998)",660.0431992
249,LAKE WASHINGTON BLVD S,0.07954529,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,LOCAL,11227,517,,,"(47.58883300300005, -122.289260233)",419.9991236
250,BELL ST,0.06106125,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0,UPGRADE,LOCAL,9202,376,,,"(47.616032939000036, -122.34307495299998)",322.4033971
251,ROOSEVELT WAY NE,0.04909783,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0,NA,CITYWIDE,12628,701,,,"(47.68602148600007, -122.31754013799997)",259.23652
252,NE 54TH ST,0.0235387,,"In Street, Minor Separation",Neighborhood Greenway,0,NA,LOCAL,337100,636,,,"(47.66802585200003, -122.30338960199998)",124.2843305
253,S WELLER ST,0.12199857,12/31/2012 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,NA,CITYWIDE,21540,750,,,"(47.59748417800006, -122.30897290999997)",644.1524602
254,NE 116TH ST TRL,,,Multi-use Trail,,,MEETS,,,,,,"(47.71315700500003, -122.32664353199999)",236.0283627
255,NE 125TH ST,0.04864969,,"In Street, Minor Separation","In Street, Minor Separation",0,NA,LOCAL,16507,773,,,"(47.71922438000007, -122.28733350899995)",256.8703432
256,S KING ST,0.13107625,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0,UPGRADE,CITYWIDE,20602,750,,,"(47.59834756400005, -122.32244834)",692.0262825
