,OBJECTID,STREET_NAME,LENGTH_MILES,DATE_COMPLETED,EXISTING_FACILITY_TYPE,PLANNED_FACILITY_TYPE,CATALYTIC_PROJECTS,STATUS,NETWORK,COMPKEY,PROJECT_NUMBER,DATE_PLANNED,DATE_EXPIRED,Shape,Shape_Length,BG_geoid,BG_label
111,112,NE 125TH ST,0.06743926,,Sharrow,"In Street, Major Separation",0.0,,CITYWIDE,16504.0,620.0,,,"(47.71925343700008, -122.29078406199994)",356.07925930000005,530330007001,Blkgrp 0007001
112,113,E INTERLAKEN BLVD,0.33281197,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,CITYWIDE,,,,,"(47.635781647000044, -122.30881215599999)",1757.1216989999998,530330062003,Blkgrp 0062003
113,114,ROOSEVELT WAY NE,0.02557447,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,,CITYWIDE,12632.0,701.0,,,"(47.68855119500006, -122.31758465599995)",135.0332255,530330027001,Blkgrp 0027001
114,115,BOYER AVE E,0.0445077,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0.0,,LOCAL,9355.0,381.0,,,"(47.63734057400006, -122.30603491499994)",235.00064799999998,530330062003,Blkgrp 0062003
115,116,S ORCAS ST,0.05339456,,,"In Street, Minor Separation",0.0,MEETS,LOCAL,20982.0,762.0,,,"(47.55101515300004, -122.30174019099996)",281.92325560000006,530330104023,Blkgrp 0104023
116,117,BLANCHARD ST,0.06101337,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,9291.0,378.0,,,"(47.61260645700003, -122.34521327099998)",322.1505792,530330080022,Blkgrp 0080022
117,118,S KING ST,0.03040183,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,CITYWIDE,336185.0,750.0,,,"(47.598350647000075, -122.32440436399997)",160.521658,530330091002,Blkgrp 0091002
118,119,39TH AVE NE,0.12165549,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,5997.0,261.0,,,"(47.68666615800004, -122.28635184299998)",642.339695,530330024001,Blkgrp 0024001
119,120,WESTERN AVE,0.10058651,12/31/2008 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,LOCAL,13505.0,0.0,,,"(47.60933342100003, -122.34206933399997)",531.0967588999999,530330081003,Blkgrp 0081003
120,121,5TH AVE NE,0.07480965,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0.0,MEETS,LOCAL,7287.0,323.0,,,"(47.66206943800006, -122.32292606699997)",394.9949543,530330052004,Blkgrp 0052004
121,122,BELL ST,0.06097777,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,9204.0,351.0,,,"(47.617362928000034, -122.34135400399998)",321.9626501,530330072001,Blkgrp 0072001
122,123,BROOKLYN AVE NE,0.12221625,12/31/2014 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,MEETS,LOCAL,9475.0,389.0,,,"(47.65359884700007, -122.31448850999999)",645.3015852000001,530330053022,Blkgrp 0053022
123,124,5TH AVE NE,0.06271386,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,7253.0,0.0,,,"(47.70404810400004, -122.32315894799996)",331.12915610000005,530330012004,Blkgrp 0012004
124,125,N 125TH ST,0.12534948,12/31/2011 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,15133.0,0.0,,,"(47.71957175000006, -122.342248026)",661.8452427,530330006003,Blkgrp 0006003
125,126,S OTHELLO ST,0.09840312,,Sharrow,"In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21052.0,756.0,,,"(47.53704572700008, -122.28339658099998)",519.5684913,530330110013,Blkgrp 0110013
126,127,YESLER WAY,0.18242017,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation","In Street, Major Separation",0.0,MEETS,LOCAL,13767.0,455.0,,,"(47.60170997000006, -122.32635082599995)",963.1697078,530330085003,Blkgrp 0085003
127,128,W ROY ST,0.06091199,,"In Street, Minor Separation","In Street, Minor Separation",0.0,MEETS,LOCAL,23699.0,854.0,,,"(47.625718074000076, -122.35800889699999)",321.61531,530330070005,Blkgrp 0070005
128,129,ROOSEVELT WAY NE,0.04059023,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,12593.0,705.0,,,"(47.656301849000045, -122.31783423699994)",214.31642349999998,530330053021,Blkgrp 0053021
129,130,S MYRTLE PL,0.07541151,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,20900.0,756.0,,,"(47.53886714600003, -122.29142061599998)",398.1727685,530330110011,Blkgrp 0110011
130,131,BEACH DR SW,0.19038478,,Sharrow,Neighborhood Greenway,0.0,,LOCAL,9089.0,364.0,,,"(47.57459785400005, -122.41813947299994)",1005.231622,530330097013,Blkgrp 0097013
131,132,5TH AVE NE,0.16550904,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,7255.0,0.0,,,"(47.70619885000008, -122.32320571099996)",873.8877246,530330012004,Blkgrp 0012004
132,133,BLANCHARD ST,0.06103024,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,9296.0,378.0,,,"(47.61592967000007, -122.34091505199996)",322.2396577,530330072001,Blkgrp 0072001
133,134,W ROY ST,0.062225499999999996,,Sharow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,23700.0,853.0,,,"(47.62572404000008, -122.35931309799997)",328.5506412,530330070005,Blkgrp 0070005
134,135,SW ALASKA ST,0.06517646,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21734.0,795.0,,,"(47.561082113000055, -122.38006290899995)",344.13171560000006,530330105001,Blkgrp 0105001
135,136,BOYER AVE E,0.0261289,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0.0,,LOCAL,9356.0,381.0,,,"(47.63770786200007, -122.30681804299996)",137.9606103,530330062002,Blkgrp 0062002
136,137,CALIFORNIA AVE SW,0.052090199999999996,12/31/2009 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,9569.0,0.0,,,"(47.54148494800006, -122.38725202399996)",275.0362414,530330106003,Blkgrp 0106003
137,138,S WELLER ST,0.11298436,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0.0,,CITYWIDE,21536.0,750.0,,,"(47.59750944700005, -122.31964456199995)",596.5574019999999,530330091001,Blkgrp 0091001
138,139,RENTON AVE S,0.13353691,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12546.0,698.0,,,"(47.50522009000008, -122.25330411799996)",705.074897,530330119003,Blkgrp 0119003
139,140,S KING ST,0.03057266,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,CITYWIDE,20600.0,750.0,,,"(47.598351894000075, -122.32505863099999)",161.423633,530330091002,Blkgrp 0091002
140,141,NE 89TH ST,0.12500348,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,17796.0,0.0,,,"(47.69309733100005, -122.29064037899997)",660.0183806,530330022002,Blkgrp 0022002
141,142,N 130TH ST,0.06344534,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,UPGRADE,CITYWIDE,15156.0,582.0,,,"(47.72323366900008, -122.35554671099999)",334.9907006,530330004021,Blkgrp 0004021
142,143,ROOSEVELT WAY NE,0.0243891,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,,CITYWIDE,12631.0,701.0,,,"(47.68819818600008, -122.31757853299996)",128.77443390000002,530330026004,Blkgrp 0026004
143,144,5TH AVE,0.05785592,12/31/2016 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,,CITYWIDE,7224.0,316.0,,,"(47.602272439000046, -122.32788342799995)",305.4792662,530330081002,Blkgrp 0081002
144,145,MERIDIAN AVE N,0.06266572,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation","In Street, Minor Separation",0.0,MEETS,LOCAL,11826.0,567.0,,,"(47.70866306600004, -122.33399304399995)",330.8749798,530330012005,Blkgrp 0012005
145,146,BELL ST,0.04703066,,"In Street, Minor Separation","In Street, Major Separation",0.0,,CITYWIDE,9205.0,351.0,,,"(47.61802723100004, -122.34049442699995)",248.32188340000002,530330072002,Blkgrp 0072002
146,147,10TH AVE S,0.05792406,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0.0,,CITYWIDE,1325.0,750.0,,,"(47.59834790200006, -122.31964358999994)",305.8390417,530330091001,Blkgrp 0091001
147,148,S MYRTLE PL,0.08838483,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,20902.0,756.0,,,"(47.537876949000065, -122.28854757099998)",466.6718777,530330110013,Blkgrp 0110013
148,149,E YESLER WAY,0.08659996,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,LOCAL,14936.0,455.0,,,"(47.60169336800004, -122.31678189399997)",457.2477807,530330091001,Blkgrp 0091001
149,150,BELL ST,0.06099577,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,9198.0,376.0,,,"(47.61337516800006, -122.34651295699996)",322.0576738,530330080012,Blkgrp 0080012
150,151,DELRIDGE WAY SW,0.05136325,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,,,9980.0,,,,"(47.53551201800008, -122.36113646899997)",271.1979444,530330107012,Blkgrp 0107012
151,152,MERIDIAN AVE N,0.06264564,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,LOCAL,11824.0,0.0,,,"(47.705943482000066, -122.33394553099998)",330.7690044,530330013001,Blkgrp 0013001
152,153,E COLUMBIA ST,0.06215576,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0.0,MEETS,CITYWIDE,13910.0,423.0,,,"(47.60922659400006, -122.31677997099996)",328.1824132,530330086001,Blkgrp 0086001
153,154,DELRIDGE WAY SW,0.09551337,12/31/2013 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9978.0,,,01/01/2017 12:00:00 AM +0000,"(47.53795416600008, -122.36109186499999)",504.3106007,530330108002,Blkgrp 0108002
154,155,RAINIER AVE S,0.15291057,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,CITYWIDE,12436.0,690.0,,,"(47.513277979000065, -122.25048654099999)",807.3677697,530330118001,Blkgrp 0118001
155,156,E COLUMBIA ST,0.06099182,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0.0,MEETS,CITYWIDE,13915.0,423.0,,,"(47.609200344000044, -122.31022770299995)",322.03681539999997,530330087001,Blkgrp 0087001
156,157,BELL ST,0.06101446,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,9199.0,376.0,,,"(47.61403982300004, -122.34565345599998)",322.1563662,530330080012,Blkgrp 0080012
157,158,5TH AVE NE,0.06271535,12/31/2008 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,7331.0,0.0,,,"(47.70132478800008, -122.32312722199998)",331.1370446,530330019001,Blkgrp 0019001
158,159,MERCER ST,0.06097021,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11762.0,0.0,,12/31/2016 12:00:00 AM +0000,"(47.624578246000056, -122.355403922)",321.9226932,530330070003,Blkgrp 0070003
159,160,5TH AVE NE,0.05087203,12/31/2008 12:00:00 AM +0000,"In Street, Minor Separation",Neighborhood Greenway,0.0,MEETS,LOCAL,7286.0,323.0,,,"(47.66133334700004, -122.32295632199998)",268.6043072,530330052004,Blkgrp 0052004
160,161,CHIEF SEALTH TRL,0.28314668,,Multi-use Trail,Multi-use Trail,0.0,,LOCAL,613151.0,,,,"(47.53521636900007, -122.28647512499998)",1494.824776,530330110013,Blkgrp 0110013
161,162,W ROY ST,0.06095851,,"In Street, Minor Separation","In Street, Minor Separation",0.0,MEETS,LOCAL,23698.0,854.0,,,"(47.625714353000035, -122.35670368099994)",321.8609098,530330070005,Blkgrp 0070005
162,163,S ROXBURY ST,0.04246052,,Multi-use Trail,Neighborhood Greenway,0.0,,LOCAL,336030.0,396.0,,,"(47.516939369000056, -122.27414715199995)",224.1915492,530330117004,Blkgrp 0117004
163,164,5TH AVE S,0.05797247,12/31/2016 12:00:00 AM +0000,Sharrow,"In Street, Major Separation",0.0,,CITYWIDE,7358.0,326.0,,,"(47.60003407600004, -122.32766333399996)",306.09466580000003,530330092001,Blkgrp 0092001
164,165,RENTON AVE S,0.12823932,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12516.0,699.0,,,"(47.53154301600006, -122.27830354799994)",677.1035853999999,530330110013,Blkgrp 0110013
165,166,E COLUMBIA ST,0.06098288,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0.0,MEETS,CITYWIDE,13924.0,423.0,,,"(47.60901179700005, -122.29885602099995)",321.9896268,530330088002,Blkgrp 0088002
166,167,RAINIER AVE S,0.05684673,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,MEETS,LOCAL,12429.0,688.0,,,"(47.52011701300006, -122.26277739699998)",300.15072779999997,530330118006,Blkgrp 0118006
167,168,MERCER ST,0.06098508,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11766.0,0.0,,12/31/2016 12:00:00 AM +0000,"(47.624564331000045, -122.34887677999996)",322.0012371,530330071002,Blkgrp 0071002
168,169,20TH AVE S,0.05796316,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,CITYWIDE,3037.0,153.0,,,"(47.60167383400005, -122.30635179799998)",306.04550739999996,530330090001,Blkgrp 0090001
169,170,N 130TH ST,0.10097839,12/31/2010 12:00:00 AM +0000,Sharrow,,0.0,UPGRADE,CITYWIDE,15160.0,582.0,,,"(47.723222932000056, -122.35036146999994)",533.1659039,530330004013,Blkgrp 0004013
170,171,MERCER ST,0.06093761,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11764.0,0.0,,12/31/2016 12:00:00 AM +0000,"(47.624572741000065, -122.35279215999998)",321.7505995,530330071002,Blkgrp 0071002
171,172,RENTON AVE S,0.07180139,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12533.0,696.0,,,"(47.514813272000026, -122.26651925999994)",379.11133639999997,530330118003,Blkgrp 0118003
172,173,ROOSEVELT WAY NE,0.019625200000000002,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,CITYWIDE,12592.0,705.0,,,"(47.65601781700008, -122.31784158799996)",103.621031,530330053021,Blkgrp 0053021
173,174,ALKI AVE SW,0.11381598,12/31/2000 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,,LOCAL,8803.0,364.0,,,"(47.57677888100005, -122.41897247399999)",600.9483962999999,530330097013,Blkgrp 0097013
174,175,DELRIDGE WAY SW,0.04657704,12/31/2013 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9981.0,,,01/01/2017 12:00:00 AM +0000,"(47.53479672700007, -122.36083698899995)",245.9267512,530330114013,Blkgrp 0114013
175,176,E COLUMBIA ST,0.06093054,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0.0,MEETS,CITYWIDE,13925.0,423.0,,,"(47.60900951600007, -122.29755069499998)",321.7132613,530330088002,Blkgrp 0088002
176,177,N 34TH ST,0.07440195,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,LOCAL,15285.0,587.0,,,"(47.649823285000025, -122.35130332899996)",392.84228239999993,530330049002,Blkgrp 0049002
177,178,BOYER AVE E,0.07538610000000001,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0.0,,LOCAL,9348.0,381.0,,,"(47.633767842000054, -122.29792090999996)",398.0285746,530330062001,Blkgrp 0062001
178,179,ROOSEVELT WAY NE,0.07508268,12/31/2016 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,CITYWIDE,12596.0,705.0,,,"(47.65836929000005, -122.31778012299998)",396.4365437,530330053013,Blkgrp 0053013
179,180,MERCER ST,0.06101116,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11763.0,0.0,,12/31/2016 12:00:00 AM +0000,"(47.624575520000064, -122.35409847999995)",322.1389358,530330071002,Blkgrp 0071002
180,181,38TH AVE NE,0.05000613,12/31/2014 12:00:00 AM +0000,Neighborhood Greenway,,0.0,MEETS,LOCAL,5875.0,0.0,,,"(47.69164128300008, -122.28799668099998)",264.03238369999997,530330022003,Blkgrp 0022003
181,182,BOYER AVE E,0.09157426,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0.0,,LOCAL,9358.0,381.0,,,"(47.63858826000006, -122.30869534099998)",483.512087,530330062002,Blkgrp 0062002
182,183,LAKE WASHINGTON BLVD S,0.07974567,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,11226.0,517.0,,,"(47.58998707400008, -122.28922449199996)",421.05714689999996,530330095001,Blkgrp 0095001
183,184,DELRIDGE WAY SW,0.12656598,12/31/2012 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Major Separation",0.0,,CITYWIDE,9962.0,408.0,,,"(47.56472861800006, -122.36331388399998)",668.268369,530330099002,Blkgrp 0099002
184,185,RENTON AVE S,0.09722367,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12545.0,698.0,,,"(47.50635283200006, -122.25453661599994)",513.3409618,530330119002,Blkgrp 0119002
185,186,ROY ST,0.05844136,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,9423.0,384.0,,,"(47.62539318200004, -122.33973508899999)",308.5704047,530330067002,Blkgrp 0067002
186,187,S KING ST,0.03029995,12/31/2009 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,CITYWIDE,269703.0,750.0,,,"(47.59834755900005, -122.32309677299997)",159.9836786,530330091001,Blkgrp 0091001
187,188,WESTERN AVE,0.08065082,12/31/2008 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,LOCAL,13503.0,0.0,,,"(47.60736380600008, -122.34021614299996)",425.8363341,530330081001,Blkgrp 0081001
188,189,MARION ST,0.06103356,12/31/2011 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,CITYWIDE,11671.0,560.0,,,"(47.608159552000075, -122.32559786299998)",322.2571914,530330085001,Blkgrp 0085001
189,190,S DEARBORN ST,0.02884287,,"In Street, Minor Separation",,0.0,MEETS,CITYWIDE,19835.0,722.0,,,"(47.59581443600007, -122.31282092099997)",152.2903542,530330094002,Blkgrp 0094002
190,191,S OTHELLO ST,0.06349583,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,21050.0,756.0,,,"(47.53706515400006, -122.28605964199994)",335.2038867,530330110011,Blkgrp 0110011
191,192,BOYER AVE E,0.08056091,12/31/2012 12:00:00 AM +0000,Sharrow,Sharrow,0.0,,LOCAL,9357.0,381.0,,,"(47.63792347800006, -122.30727779899996)",425.3615994,530330062003,Blkgrp 0062003
192,193,BLANCHARD ST,0.06101161,12/31/2008 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,9292.0,378.0,,,"(47.61327122300003, -122.34435339899994)",322.1413271,530330080012,Blkgrp 0080012
193,194,CHIEF SEALTH TRL,0.15242679,,Multi-use Trail,Multi-use Trail,0.0,,LOCAL,613149.0,,,,"(47.52102252900005, -122.27635119699994)",804.6109908,530330117001,Blkgrp 0117001
194,195,CHIEF SEALTH TRL,0.10332144,,Multi-use Trail,Multi-use Trail,0.0,,LOCAL,613150.0,,,,"(47.51906047300008, -122.27513890799997)",545.1509818,530330117001,Blkgrp 0117001
195,196,DELRIDGE WAY SW,0.04657704,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation",,,,,9981.0,,,,"(47.53479672700007, -122.36083698899995)",245.9267512,530330114013,Blkgrp 0114013
196,197,15TH AVE NE,0.11515595,12/31/2009 12:00:00 AM +0000,Sharrow,"In Street, Minor Separation",0.0,UPGRADE,LOCAL,2027.0,0.0,,,"(47.65158175400006, -122.31374086099999)",608.0233992000001,530330053022,Blkgrp 0053022
197,198,RENTON AVE S,0.01555725,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12541.0,697.0,,,"(47.50837317400004, -122.25673639099995)",82.14227546,530330119003,Blkgrp 0119003
198,199,BEACH DR SW,0.05786048,12/31/2000 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,,LOCAL,9088.0,364.0,,,"(47.57513334400005, -122.419091133)",305.5033334,530330097013,Blkgrp 0097013
199,200,MERCER ST,0.12192879,12/31/2007 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,LOCAL,11765.0,0.0,,12/31/2016 12:00:00 AM +0000,"(47.624569963000056, -122.35148741599994)",643.7840029,530330070003,Blkgrp 0070003
200,201,N 130TH ST,0.05986373,12/31/2010 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,UPGRADE,CITYWIDE,15158.0,582.0,,,"(47.72322696400005, -122.35290847999994)",316.08049750000004,530330004013,Blkgrp 0004013
201,202,RAINIER AVE S,0.07459991,12/31/2015 12:00:00 AM +0000,"In Street, Minor Separation",,0.0,MEETS,CITYWIDE,12437.0,690.0,,,"(47.51161897600008, -122.24832390399996)",393.68989510000006,530330119001,Blkgrp 0119001
202,203,E COLUMBIA ST,0.06220232,12/31/2016 12:00:00 AM +0000,Neighborhood Greenway,Neighborhood Greenway,0.0,MEETS,CITYWIDE,13918.0,423.0,,,"(47.60910003400005, -122.30631127899994)",328.428241,530330087001,Blkgrp 0087001
203,204,LAKE WASHINGTON BLVD S,0.35391895,12/31/2013 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,UPGRADE,LOCAL,11221.0,517.0,,,"(47.59912013300004, -122.28893187299997)",1868.1005949999999,530330078001,Blkgrp 0078001
204,205,6TH AVE S,0.04881759,12/31/2011 12:00:00 AM +0000,"In Street, Major Separation",,0.0,MEETS,LOCAL,7987.0,331.0,,,"(47.595837274000075, -122.32637379899995)",257.75689769999997,530330091002,Blkgrp 0091002
205,206,ROY ST,0.01477346,,"In Street, Minor Separation","In Street, Major Separation",0.0,UPGRADE,CITYWIDE,338277.0,384.0,,,"(47.62539946800007, -122.34135198799999)",78.00387992,530330067002,Blkgrp 0067002
206,207,S WELLER ST,0.05498253,12/31/2012 12:00:00 AM +0000,Sharrow,Neighborhood Greenway,0.0,,CITYWIDE,21538.0,750.0,,,"(47.59749163500004, -122.31275995099998)",290.3077613,530330090002,Blkgrp 0090002
207,208,RENTON AVE S,0.01764802,12/31/2016 12:00:00 AM +0000,"In Street, Minor Separation","In Street, Minor Separation",0.0,,LOCAL,12544.0,697.0,,,"(47.50656281400006, -122.25475132499997)",93.18154527,530330119003,Blkgrp 0119003
208,209,NE 125TH ST,0.03768157,,"In Street, Minor Separation","In Street, Major Separation",0.0,,CITYWIDE,16505.0,620.0,,,"(47.71924130000008, -122.28933758199997)",198.9586756,530330001003,Blkgrp 0001003
